award_show,category,year,winner,film,notes
Nigar Awards,Best Supporting Actor,1999,Abid Ali,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best supporting actress,1999,Laila,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best musician,1999,Zulfiqar Ali,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best Lyricist,1999,Ahmed Rahi,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best cinematographer,1999,Pervaiz Khan,Chaudrani,For Punjabi films
Nigar Awards,Best choreographer,1999,,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best playback female singer,1999,Azra Jehan,Nikki Jaee Haan,For Punjabi films
Nigar Awards,Best Film,2000,,Tere Pyar Mein,For Urdu films
Nigar Awards,Best Director,2000,Hassan Askari,Tere Pyar Mein,For Urdu films
Nigar Awards,Best script writer,2000,Raja Aziz Khan,Tere Pyar Mein,For Urdu films
Nigar Awards,Best screenplay,2000,Rashid Sajid and Mazhar Anjum,Tere Pyar Mein,For Urdu films
Nigar Awards,Best actor,2000,Shaan Shahid,Tere Pyar Mein,For Urdu films
Nigar Awards,Best actress,2000,Zara Sheikh,Tere Pyar Mein,For Urdu films
Nigar Awards,Best Supporting Actor,2000,Raza Riaz,Tere Pyar Mein,For Urdu films
Nigar Awards,Best supporting actress,2000,Atiqa Odho,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best musician,2000,Ronaq Ali and Sajid Ali,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best Lyricist,2000,Riaz-ur-Rehman Saghir,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best cinematographer,2000,Waqar Bukhar and Faisal Bukhari,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best choreographer,2000,Pappu Samrat,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best playback female singer,2000,Saima Jahan,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best playback male singer,2000,Waris Baig,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best Film editor,2000,Zulfi,Tere Pyar Mein,For Urdu films
Nigar Awards,Best art director,2000,Tanweer Fatima,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best sound editor,2000,Afzal Hussain,Tere Pyar Mein,For Urdu films
Nigar Awards,Best comedian,2000,,,For Urdu films
Nigar Awards,Special award,2000,Sabiha Khanum,Honorary gold medal awarded,For Urdu films
Nigar Awards,Special award,2000,Kamal,Lifetime achievement award,For Urdu films
Nigar Awards,Special award,2000,Naghma,Lifetime achievement award,For Urdu films
Nigar Awards,Special award,2000,Reema,Mujhe Chand Chahiye,For Urdu films
Nigar Awards,Best Film,2000,,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best Director,2000,Syed Noor,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best script writer,2000,Rukhsana Noor,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best actor,2000,Moammar Rana,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best actress,2000,Saima,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best Supporting Actor,2000,Shafqat Cheema,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best supporting actress,2000,Nargis,Long Da Lashkara,For Punjabi films
Nigar Awards,Best musician,2000,Zulfiqar Ali and Altaf Haider,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best Lyricist,2000,Rukhsana Noor,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best cinematographer,2000,Ali Jan,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best playback female singer,2000,Saira Naseem,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Special award,2000,Babar Ali,Mehndi Waley Hath,For Punjabi films
Nigar Awards,Best Film,2001,,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best Director,2001,Ajab Gul,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best script writer,2001,Ajab Gul,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best screenplay,2001,Zubair Khan,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best actor,2001,Ajab Gul,Khoey ho tum kahan,For Urdu films
Nigar Awards,Best actress,2001,Meera,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best Film editor,2001,Z.A. Zulfi,,For Urdu films
Nigar Awards,Best playback female singer,2001,Saira Naseem,Rukhsati,For Urdu films
Nigar Awards,Best playback male singer,2001,Zain,Khoey Ho Tum Kahan,For Urdu films
Nigar Awards,Best Film,2002,,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best Director,2002,Javed Sheikh,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best script writer,2002,Babar Kashmiri,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best actor,2002,Moammar Rana,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best actress,2002,Sana,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best Supporting Actor,2002,Saleem Sheikh,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best supporting actress,2002,Veena Malik,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Best musician,2002,Amjad Bobby,Yeh Dil Aap Ka Hua,For Urdu films
Nigar Awards,Special award,2002,Waheed Murad,Legend awards,For Urdu films
Nigar Awards,Special award,2002,Habib,Lifetime achievement award,For Urdu films
Nigar Awards,Special award,2002,Bahar Begum,Lifetime achievement award,For Urdu films
Nigar Awards,Special award,2002,Ghulam Mohiuddin,Lifetime achievement award,For Urdu films
Nigar Awards,Special award,2002,Shaheen Bano,Ilyas Rashidi gold medal,For Urdu films
Nigar Awards,Special award,2002,Nadeem Baig,Ilyas Rashidi gold medal,For Urdu films
Nigar Awards,Best playback female singer,2002,Humera Channa,Manila Kay Jasoos,For Urdu films
Nigar Awards,Best playback male singer,2002,Tauseef Dar,Daku,For Urdu films
Nigar Awards,Best Actor (Male),2017,Fahad Mustafa,Mah e Mir,47th Nigar Awards
Nigar Awards,Best Actor (Female),2017,Saba Qamar,Lahore Se Aagey,47th Nigar Awards
